date,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PRECTOTCORR,PS,CLOUD_AMT
20230520,7.88,14.96,96.8,5.37,32.53,101.55,85.67
20230521,21.01,16.11,80.29,4.59,0.29,101.26,62.68
20230522,23.32,15.53,82.78,4.3,0.0,102.02,11.11
20230523,23.68,13.99,80.63,4.13,0.01,102.47,41.51
20230524,23.59,14.81,71.03,3.28,0.75,101.63,32.41
20230525,30.65,14.43,70.3,4.49,0.02,101.87,25.2
20230526,30.19,15.75,67.36,2.34,0.0,102.31,4.45
20230527,28.69,15.73,75.35,3.41,0.0,102.45,45.67
20230528,26.04,16.4,73.79,2.52,0.0,101.87,66.39
20230529,26.42,16.76,76.68,5.38,0.0,101.61,23.55
20230530,30.77,14.44,76.96,5.34,0.0,102.11,2.35
20230531,30.55,15.03,82.07,2.76,0.02,102.08,4.28
20230601,29.52,17.57,85.79,2.19,0.02,101.74,1.05
20230602,27.11,19.35,83.4,1.97,0.27,101.17,30.92
20230603,11.25,16.81,83.32,6.5,0.33,101.37,87.17
20230604,24.37,14.63,71.61,4.21,0.33,101.48,55.64
20230605,23.24,17.18,68.88,3.52,0.03,101.0,40.06
20230606,20.46,17.77,74.11,4.25,0.54,100.33,40.37
20230607,21.87,16.78,72.22,3.83,0.01,100.25,18.95
20230608,21.46,16.55,71.84,1.98,0.1,100.48,49.05
20230609,22.21,17.07,76.71,2.4,1.18,100.57,81.92
20230610,25.19,18.34,75.01,3.21,0.28,100.76,49.62
20230611,20.35,19.17,84.33,4.15,0.13,101.01,88.92
20230612,16.24,19.14,91.59,6.64,9.77,100.59,93.53
20230613,28.05,19.49,74.12,4.85,0.02,100.38,37.2
20230614,15.5,18.94,83.0,5.64,3.24,100.04,51.8
20230615,22.84,19.5,75.32,4.69,0.06,100.25,39.6
20230616,11.86,18.97,84.33,3.45,5.67,100.45,75.98
20230617,23.52,19.5,74.33,5.25,0.55,100.36,52.75
20230618,24.55,20.67,70.77,3.14,0.06,100.94,28.45
20230619,24.71,19.9,83.61,3.66,0.15,101.6,48.01
20230620,19.83,18.52,85.09,5.44,0.13,102.07,94.63
20230621,17.19,17.87,77.88,7.74,0.2,102.23,99.44
20230622,10.72,17.47,84.91,7.25,2.04,101.94,94.45
20230623,8.21,18.98,92.41,4.19,1.0,101.49,96.7
20230624,15.42,21.01,93.15,4.64,12.43,100.95,88.45
20230625,18.68,21.82,89.89,3.1,4.25,100.83,51.57
20230626,12.52,21.03,96.24,4.43,15.08,100.64,95.54
20230627,14.23,20.98,94.67,4.88,6.14,100.46,92.97
20230628,20.16,21.86,87.82,2.54,3.5,100.84,72.16
20230629,23.52,21.66,79.75,3.18,0.05,101.47,24.16
20230630,21.53,22.03,85.52,3.2,0.07,101.62,28.89
20230701,20.26,21.68,88.38,3.84,0.26,101.55,78.31
20230702,18.46,23.39,91.33,5.38,4.07,100.98,88.86
20230703,21.87,24.91,87.23,3.91,6.17,100.9,66.6
20230704,18.65,24.99,86.02,2.11,6.24,101.1,64.28
20230705,26.96,25.18,82.78,2.69,0.86,101.35,10.38
20230706,27.19,24.78,87.62,3.43,0.79,101.23,13.6
20230707,17.97,24.74,88.77,2.55,2.38,101.0,77.84
20230708,17.5,24.79,88.48,2.53,4.03,100.93,77.89
20230709,8.86,24.32,91.05,3.57,22.17,100.86,97.64
20230710,21.3,25.16,81.0,3.61,29.34,100.67,58.35
20230711,27.57,25.19,72.24,3.52,0.0,101.08,3.05
20230712,25.24,25.94,75.87,3.99,0.11,101.18,28.02
20230713,22.32,25.81,86.03,5.85,1.36,101.01,57.07
20230714,18.68,25.38,88.93,4.09,10.13,101.12,86.92
20230715,19.74,25.55,88.86,3.63,6.6,101.22,68.97
20230716,7.28,24.79,95.68,4.59,30.41,100.91,81.08
20230717,21.1,25.43,87.01,3.02,0.12,101.19,27.91
20230718,18.56,25.28,90.52,3.86,4.75,101.3,39.22
20230719,13.2,23.97,87.69,2.4,11.51,101.49,64.11
20230720,22.55,24.67,78.54,3.06,0.82,101.32,42.0
20230721,22.9,24.9,86.74,4.12,6.13,100.65,53.41
20230722,26.04,24.15,72.89,3.71,0.03,100.79,35.42
20230723,25.61,24.78,72.2,3.03,0.23,101.31,15.49
20230724,20.9,24.45,83.42,4.14,2.75,101.76,48.62
20230725,16.41,24.63,86.94,2.96,16.67,101.67,47.1
20230726,25.46,24.45,80.82,3.86,0.32,101.69,25.33
20230727,20.3,26.21,87.44,6.27,3.91,101.25,74.97
20230728,26.81,26.75,81.68,3.18,0.97,101.33,31.62
20230729,21.56,26.25,84.49,5.3,7.27,100.72,71.55
20230730,26.06,22.32,68.03,4.6,0.19,101.19,27.5
20230731,23.67,23.51,68.69,2.56,0.06,101.37,32.73
20230801,24.74,22.72,64.65,3.38,0.03,101.84,33.04
20230802,26.02,21.75,62.05,3.39,0.0,102.1,15.98
20230803,15.97,22.35,69.76,5.46,0.03,101.79,58.46
20230804,9.54,22.6,83.59,5.69,1.32,101.32,91.81
20230805,19.77,23.84,75.97,2.26,0.58,101.29,80.18
20230806,23.68,23.68,77.13,3.73,0.06,101.44,40.61
20230807,11.14,24.06,92.03,6.3,12.44,101.0,93.45
20230808,14.86,24.14,79.25,6.51,6.61,100.26,78.78
20230809,25.27,23.93,70.43,5.65,0.03,100.59,11.49
20230810,7.04,22.91,89.29,4.44,28.03,100.43,72.09
20230811,23.84,23.59,78.03,3.56,0.02,100.7,14.74
20230812,18.74,24.08,84.55,4.28,5.37,101.08,65.37
20230813,23.79,25.27,81.81,4.14,2.66,101.02,37.62
20230814,17.39,24.43,80.26,2.9,1.91,101.23,91.67
20230815,15.14,24.63,89.31,2.97,16.0,100.63,85.87
20230816,18.9,23.37,89.32,3.08,13.69,101.13,57.57
20230817,16.92,23.29,92.93,3.74,2.02,101.18,69.13
20230818,21.85,23.85,78.7,5.53,6.26,100.64,48.11
20230819,24.42,21.38,71.04,4.61,0.01,101.41,15.71
20230820,23.2,22.81,75.17,3.91,0.01,101.72,14.66
20230821,16.97,24.59,75.87,3.02,0.13,101.54,86.11
20230822,23.2,22.27,69.21,5.5,0.0,101.65,67.37
20230823,19.85,21.09,67.49,4.09,0.0,101.81,64.86
20230824,4.61,21.58,80.39,4.19,3.53,101.6,98.11
20230825,9.73,23.22,90.88,6.56,8.76,101.02,71.88
20230826,18.75,24.46,81.89,2.36,1.58,100.85,38.67
20230827,21.81,23.27,79.64,3.32,0.14,101.17,26.13
20230828,11.08,21.77,88.64,4.01,0.37,101.54,95.68
20230829,11.99,22.36,86.37,3.38,0.82,101.2,91.4
20230830,18.19,23.59,80.64,3.73,1.58,100.57,83.36
20230831,23.76,20.88,68.01,6.16,0.01,101.3,36.64
20230901,24.25,19.43,65.67,4.4,0.0,102.28,0.5
20230902,22.95,20.68,73.81,4.22,0.09,102.0,31.04
20230903,22.14,23.94,74.86,3.25,1.36,101.24,17.94
20230904,18.44,25.5,75.03,1.56,1.26,100.98,43.92
20230905,19.23,26.3,76.33,1.77,1.28,101.11,67.55
20230906,21.6,27.0,73.17,2.21,0.41,100.87,4.05
20230907,18.99,26.52,78.65,2.77,2.14,100.83,43.86
20230908,15.1,25.51,90.21,3.79,6.35,101.26,60.9
20230909,12.5,24.68,89.65,2.23,7.11,101.69,88.12
20230910,8.59,23.71,83.05,2.45,6.4,101.74,96.87
20230911,14.11,24.31,80.66,1.76,37.85,101.41,71.05
20230912,19.93,23.68,82.3,2.69,0.39,101.37,38.25
20230913,12.55,24.08,83.62,3.14,8.11,101.16,63.86
20230914,21.5,21.6,69.41,5.52,0.18,101.54,24.7
20230915,20.89,18.69,71.95,7.78,0.0,101.55,13.54
20230916,19.47,19.46,68.57,6.17,0.0,101.13,49.62
20230917,15.81,19.72,75.13,3.37,1.19,101.25,54.26
20230918,4.71,20.16,90.52,4.35,48.02,100.66,71.06
20230919,18.69,19.08,75.21,5.46,0.01,101.29,14.87
20230920,19.13,19.07,71.55,2.88,0.0,101.91,33.1
20230921,19.56,18.23,72.09,3.32,0.02,102.3,50.35
20230922,13.36,18.69,72.56,7.14,0.0,102.52,98.14
20230923,4.53,17.41,89.34,11.62,36.27,101.8,96.9
20230924,4.05,18.59,93.17,9.78,12.69,101.33,98.29
20230925,4.6,17.78,91.93,8.2,18.23,101.6,99.28
20230926,5.1,16.52,84.59,8.19,2.11,102.46,91.01
20230927,17.28,15.92,78.35,6.51,0.02,102.49,50.91
20230928,6.01,16.65,89.23,6.9,70.49,102.24,86.38
20230929,5.54,17.35,93.1,7.72,43.36,101.85,92.02
20230930,9.17,16.99,90.68,6.16,2.58,101.95,81.34
20231001,17.42,18.41,86.98,4.46,0.04,101.96,1.28
20231002,16.35,19.08,84.88,3.39,0.01,102.03,10.2
20231003,17.63,19.38,84.49,2.33,0.04,101.97,3.36
20231004,17.39,19.86,90.07,2.57,0.05,102.05,5.05
20231005,15.7,18.97,94.57,3.39,0.28,102.1,51.33
20231006,8.06,19.59,96.11,4.82,3.52,101.45,98.51
20231007,4.73,17.81,91.78,6.11,10.6,100.48,68.85
20231008,10.17,14.11,75.44,7.48,0.02,100.4,65.03
20231009,14.33,13.74,69.04,6.01,0.04,100.77,55.85
20231010,11.44,15.41,75.55,3.98,0.12,100.87,49.25
20231011,16.08,16.8,76.38,2.03,0.04,101.0,41.08
20231012,15.2,16.32,78.36,2.18,0.0,101.06,14.8
20231013,16.43,14.34,71.3,4.58,0.0,101.29,32.45
20231014,3.04,12.65,83.63,4.23,13.71,100.69,97.32
20231015,11.6,13.17,78.96,7.45,0.83,99.85,67.3
20231016,12.08,13.18,81.01,4.81,0.76,100.27,46.43
20231017,10.63,14.0,76.72,3.03,0.42,101.19,55.08
20231018,9.32,14.93,76.65,2.05,0.16,101.89,73.1
20231019,12.19,15.02,79.04,4.25,0.05,101.8,53.97
20231020,6.75,16.84,94.54,5.17,26.74,100.41,97.45
20231021,5.95,15.31,86.95,6.6,7.81,99.23,83.16
20231022,11.46,12.34,74.4,8.41,0.06,100.38,63.07
20231023,14.87,12.12,75.12,5.5,0.0,101.87,14.61
20231024,13.52,13.84,76.63,3.37,0.0,102.59,9.55
20231025,12.86,15.23,86.76,5.06,0.0,102.39,40.46
20231026,13.25,16.38,85.57,3.93,0.0,102.17,43.76
20231027,6.87,17.27,89.28,4.19,0.0,101.76,68.5
20231028,11.87,18.8,86.38,4.78,0.04,101.5,28.8
20231029,3.62,14.72,87.71,5.79,8.41,101.66,98.38
20231030,4.53,15.05,89.07,4.99,8.03,100.83,95.75
20231031,8.94,9.97,75.96,4.66,1.15,101.58,90.84
20231101,9.91,8.05,77.23,6.19,3.83,101.69,58.87
20231102,13.25,6.91,66.57,3.9,0.0,102.99,12.31
20231103,12.61,9.92,68.47,5.15,0.0,102.88,17.1
20231104,6.92,11.3,80.26,3.57,0.07,102.14,96.79
20231105,10.25,12.56,80.72,3.18,0.15,101.6,34.64
20231106,10.75,10.67,76.34,3.74,0.04,101.79,74.81
20231107,5.25,14.33,88.4,5.83,0.99,100.81,64.01
20231108,11.51,8.38,65.96,5.68,0.0,101.67,44.21
20231109,4.83,12.32,81.88,3.89,0.17,101.16,71.21
20231110,2.69,10.0,80.18,5.13,0.29,101.83,65.0
20231111,11.38,9.12,76.43,5.0,0.0,102.51,23.68
20231112,9.96,5.87,74.04,4.55,0.0,102.99,25.22
20231113,10.24,6.5,71.99,3.76,0.0,102.44,21.15
20231114,10.68,8.43,80.02,6.65,0.01,102.38,14.58
20231115,9.08,8.45,77.77,3.89,0.0,102.73,62.28
20231116,10.79,10.94,84.99,4.4,0.01,102.24,19.85
20231117,7.62,13.03,94.07,5.03,0.18,101.49,74.55
20231118,10.32,10.55,80.19,6.61,2.45,100.71,35.77
20231119,10.78,8.54,71.46,5.58,0.0,101.29,3.83
20231120,10.74,5.67,68.13,5.57,0.0,102.64,44.32
20231121,3.11,7.42,79.13,8.69,17.63,102.69,95.21
20231122,5.06,12.06,90.84,7.26,39.88,100.46,81.79
20231123,9.94,8.78,79.77,6.21,0.01,101.04,33.53
20231124,7.91,6.76,73.37,6.28,0.0,101.95,66.83
20231125,8.58,2.94,65.15,3.43,0.0,102.75,39.49
20231126,3.72,8.69,79.23,6.54,13.29,101.76,99.08
20231127,6.59,7.97,81.19,7.75,0.15,100.61,42.7
20231128,7.03,2.61,70.02,9.19,0.06,101.15,37.16
20231129,9.01,1.83,72.89,6.5,0.0,101.83,49.65
20231130,9.41,6.24,73.02,6.24,0.0,101.94,38.44
20231201,3.85,8.2,92.5,4.64,7.2,101.9,83.38
20231202,5.23,9.66,93.88,2.61,0.45,101.52,98.66
20231203,1.64,10.05,96.45,5.43,19.77,100.76,97.13
20231204,6.58,8.6,85.14,5.93,0.08,100.76,62.11
20231205,4.95,5.24,74.31,4.04,0.01,101.51,64.15
20231206,5.08,3.81,76.69,5.85,0.35,101.46,84.27
20231207,2.18,3.16,81.66,5.66,0.13,101.62,87.76
20231208,7.6,6.39,78.43,3.37,0.0,102.06,42.18
20231209,7.21,9.59,96.94,3.69,0.12,102.05,62.52
20231210,2.21,11.82,97.55,7.69,30.25,101.05,95.64
20231211,4.72,5.83,82.63,9.11,31.0,100.92,83.14
20231212,9.35,4.14,75.0,6.23,0.0,102.78,13.22
20231213,8.9,4.52,78.7,6.33,0.0,103.08,6.12
20231214,7.97,2.86,70.11,4.99,0.0,103.53,33.38
20231215,8.67,6.2,82.95,6.26,0.0,102.73,5.55
20231216,7.86,7.34,85.48,5.02,0.0,103.01,57.09
20231217,2.0,10.31,93.91,7.77,24.06,101.98,99.99
20231218,1.78,11.46,87.64,12.12,54.55,99.16,74.43
20231219,5.89,3.89,78.94,7.53,0.01,101.46,61.43
20231220,8.0,2.83,78.31,6.25,0.0,102.66,23.89
20231221,8.47,2.61,76.21,6.64,0.0,102.88,29.73
20231222,7.37,1.1,62.8,3.19,0.0,103.04,68.6
20231223,4.67,5.05,70.32,2.67,0.01,103.03,97.82
20231224,3.47,7.22,89.15,2.27,0.18,102.83,98.84
20231225,4.93,7.66,96.01,2.36,0.06,102.82,85.31
20231226,3.85,7.13,95.96,2.08,0.3,102.44,97.43
20231227,2.71,7.84,97.33,4.45,30.02,101.58,100.0
20231228,4.63,9.68,96.21,4.97,27.96,100.39,71.8
20231229,6.8,8.79,92.3,3.48,1.04,100.35,63.49
20231230,3.89,5.47,88.04,6.38,0.15,100.4,77.01
20231231,3.07,4.55,73.84,4.62,0.04,101.4,93.65
20240101,4.35,4.98,81.54,3.23,0.04,101.57,82.08
20240102,9.11,2.2,77.8,4.98,0.0,101.72,6.26
20240103,7.06,3.46,78.21,3.76,0.0,101.53,71.04
20240104,5.54,3.29,75.73,6.12,0.01,101.52,63.88
20240105,9.64,0.51,73.77,5.5,0.0,102.35,29.75
20240106,1.68,3.13,81.29,6.42,30.07,101.57,92.79
20240107,4.79,3.27,92.59,7.89,7.85,100.38,68.32
20240108,8.67,3.22,74.24,4.97,0.0,102.55,20.06
20240109,1.82,7.38,82.64,9.98,44.35,101.52,97.29
20240110,4.89,8.33,80.51,10.85,24.69,99.29,89.1
20240111,9.28,5.13,80.07,6.38,0.01,101.03,51.93
20240112,9.07,5.8,84.64,6.16,3.03,101.62,45.7
20240113,3.83,8.09,83.39,10.3,24.63,99.55,85.31
20240114,4.75,1.74,71.82,9.94,0.04,101.26,39.16
20240115,4.39,-1.24,74.96,3.47,2.04,102.23,95.58
20240116,1.85,0.08,90.19,6.6,5.03,101.0,88.38
20240117,9.25,-4.06,82.55,8.61,0.0,101.54,32.15
20240118,4.99,-0.67,71.3,6.0,0.01,101.91,93.98
20240119,6.24,-0.43,82.19,5.86,3.37,100.94,98.36
20240120,8.12,-4.52,83.48,8.95,0.1,101.5,62.02
20240121,10.28,-3.09,81.15,8.39,0.02,102.65,30.82
20240122,8.41,-0.53,79.02,5.55,0.0,103.24,50.09
20240123,4.58,2.08,83.8,3.86,0.23,103.16,88.14
20240124,2.29,4.64,94.92,4.03,6.48,102.94,99.84
20240125,3.18,5.92,96.16,4.0,10.26,101.96,99.87
20240126,5.33,5.81,97.94,3.72,8.59,101.63,88.42
20240127,5.28,4.22,93.57,3.08,0.51,102.04,88.65
20240128,2.33,3.3,94.93,7.99,28.5,100.78,93.82
20240129,4.21,2.5,86.88,7.68,2.07,100.95,98.6
20240130,3.86,1.77,80.52,4.11,0.21,102.08,99.55
20240131,4.05,2.76,78.19,3.02,0.11,101.9,96.8
20240201,5.4,4.19,87.78,3.8,1.57,101.45,89.93
20240202,4.06,4.4,92.73,4.31,5.7,101.1,95.57
20240203,8.98,1.86,79.16,6.72,0.0,101.6,64.81
20240204,12.7,2.27,75.47,4.93,0.0,101.4,2.13
20240205,12.88,1.87,72.65,6.15,0.0,101.3,3.51
20240206,13.07,1.49,75.82,5.98,0.0,102.0,5.69
20240207,12.47,3.37,78.43,3.47,0.0,102.41,25.22
20240208,11.19,4.71,82.16,2.37,0.02,102.41,68.39
20240209,12.01,5.96,94.66,4.62,0.04,101.78,59.79
20240210,5.27,6.72,95.49,3.86,0.08,101.02,99.84
20240211,4.8,6.04,86.34,3.31,0.0,101.15,99.07
20240212,9.72,4.01,81.32,2.83,1.2,101.09,96.33
20240213,4.52,2.13,91.49,8.67,21.71,100.17,82.2
20240214,14.95,0.1,75.91,9.44,0.01,101.58,24.36
20240215,11.1,0.46,75.29,5.83,0.14,101.7,51.12
20240216,15.06,2.64,69.77,7.72,0.17,101.12,43.34
20240217,6.3,0.6,81.1,5.58,5.72,100.84,71.37
20240218,13.68,0.6,73.72,7.88,0.0,101.15,27.31
20240219,15.25,1.46,69.9,5.51,0.0,102.03,15.66
20240220,14.85,-0.45,66.31,4.44,0.0,103.05,15.15
20240221,9.89,1.95,75.5,3.87,0.02,102.81,64.36
20240222,10.86,3.16,83.07,3.77,2.37,101.42,71.67
20240223,5.65,4.94,95.5,3.55,4.68,99.82,99.71
20240224,12.44,2.49,78.45,6.67,0.49,100.55,47.49
20240225,16.09,-0.65,69.58,4.42,0.0,101.89,29.02
20240226,13.08,4.74,90.73,4.89,0.05,101.65,75.01
20240227,12.03,6.52,95.81,6.46,10.04,101.41,77.33
20240228,3.0,8.81,94.04,10.42,16.33,100.45,98.41
20240229,16.19,1.59,65.13,8.4,0.02,102.39,24.16
20240301,16.9,2.49,64.77,3.96,0.0,103.44,37.57
20240302,3.87,7.16,95.6,5.98,55.59,102.35,72.48
20240303,17.17,9.77,86.57,3.56,0.05,102.0,27.64
20240304,11.08,7.18,96.47,4.2,0.69,102.6,78.03
20240305,3.82,6.68,97.0,5.79,14.46,101.87,91.72
20240306,4.06,7.49,94.08,2.78,55.95,101.33,99.82
20240307,8.28,7.83,92.11,6.25,6.86,101.03,86.69
20240308,17.82,5.68,82.35,4.8,0.0,102.35,57.41
20240309,3.74,5.73,90.05,8.34,32.35,101.51,98.93
20240310,8.48,6.18,83.58,8.99,2.23,99.58,86.44
20240311,19.54,4.48,72.49,11.32,0.01,100.5,33.17
20240312,18.82,7.98,78.23,5.64,0.0,100.98,33.18
20240313,15.58,8.38,82.4,3.46,0.01,101.21,45.14
20240314,18.41,8.86,91.26,3.5,0.02,101.47,35.98
20240315,12.12,10.7,88.65,5.58,1.18,100.57,95.95
20240316,19.39,8.58,86.57,4.03,0.02,100.82,20.5
20240317,17.19,9.56,81.13,6.03,0.17,100.19,74.98
20240318,16.59,6.02,71.19,6.03,0.14,100.56,77.85
20240319,17.32,4.16,71.79,7.03,0.02,100.72,62.57
20240320,9.08,6.83,79.06,7.82,0.45,100.43,73.15
20240321,22.4,1.93,65.12,8.28,0.0,101.91,6.69
20240322,14.79,1.94,65.25,3.93,0.05,102.66,50.37
20240323,2.57,6.57,91.17,8.7,84.82,101.01,88.38
20240324,22.64,2.9,70.93,8.62,0.0,102.26,1.72
20240325,22.41,4.61,76.09,7.29,0.0,102.75,4.36
20240326,15.38,4.85,87.3,5.16,1.45,102.06,73.94
20240327,4.41,6.81,90.88,1.66,1.97,101.75,98.68
20240328,3.75,7.42,94.06,4.63,31.43,101.18,99.96
20240329,22.66,6.46,72.71,9.03,0.62,100.7,30.47
20240330,19.78,6.86,77.01,6.38,1.38,100.83,57.73
20240331,18.54,8.68,80.59,3.84,0.2,101.1,69.18
20240401,4.59,8.35,88.02,2.2,8.98,101.33,97.83
20240402,3.29,7.0,94.0,6.17,35.3,101.14,99.84
20240403,2.93,5.98,93.29,12.9,31.16,100.05,99.69
20240404,13.96,5.55,85.3,5.82,7.49,99.48,91.33
20240405,15.1,5.73,77.43,6.49,0.21,100.29,85.61
20240406,13.96,6.45,79.1,7.11,0.07,100.84,87.51
20240407,22.55,7.28,76.06,4.04,0.01,101.63,31.41
20240408,22.28,8.77,78.82,3.28,0.04,101.91,45.7
20240409,22.06,11.71,80.77,2.72,0.04,101.61,67.61
20240410,13.3,8.93,95.78,4.16,0.19,101.57,93.4
20240411,9.71,9.88,96.32,5.98,3.57,101.14,99.39
20240412,9.86,12.17,89.43,9.73,21.97,99.66,91.41
20240413,10.75,9.44,79.38,9.41,0.75,100.4,67.07
20240414,21.06,10.81,82.54,6.74,1.42,100.9,41.83
20240415,22.8,15.23,82.07,3.54,4.23,100.89,31.57
20240416,25.86,12.28,71.8,3.93,0.0,101.88,6.85
20240417,9.99,9.91,92.82,4.02,1.82,101.89,90.83
20240418,5.69,8.01,91.58,7.85,4.3,101.65,96.8
20240419,12.24,8.36,87.91,4.29,3.39,101.82,95.93
20240420,19.5,10.6,85.74,4.03,1.93,101.28,61.09
20240421,14.17,7.59,69.47,4.51,0.01,101.47,83.23
20240422,27.55,8.65,72.81,4.05,0.0,101.69,7.74
20240423,26.19,9.14,82.63,4.91,0.0,101.83,36.64
20240424,20.7,12.1,80.2,5.06,0.32,101.2,78.69
20240425,24.41,7.37,66.41,4.82,0.0,102.54,45.12
20240426,26.91,8.45,74.24,3.32,0.02,103.01,12.87
20240427,15.04,9.12,80.38,4.82,0.42,103.02,85.8
20240428,21.45,12.5,93.18,3.92,2.63,101.93,77.81
20240429,22.16,15.46,92.1,3.79,0.39,101.41,44.32
20240430,16.05,11.74,94.5,3.79,0.67,101.18,80.95
20240501,22.71,13.13,89.67,3.23,0.74,101.24,53.81
20240502,24.38,15.01,87.57,4.39,0.59,101.32,41.71
20240503,16.75,11.64,86.72,5.42,0.08,101.99,76.07
20240504,9.87,10.94,84.64,5.19,1.84,102.45,91.74
20240505,4.33,10.67,93.36,5.87,7.35,102.22,99.83
20240506,12.45,14.9,93.21,2.64,1.69,101.35,96.83
20240507,26.0,16.54,78.53,3.08,0.04,100.69,53.53
20240508,22.89,16.99,89.3,5.75,2.49,100.17,86.23
20240509,14.33,15.09,81.78,3.83,0.51,100.51,99.03
20240510,5.93,10.69,84.36,6.75,9.39,100.72,98.48
20240511,22.42,10.97,77.61,4.59,0.16,100.98,75.44
20240512,9.11,10.07,83.33,3.39,5.18,101.21,85.89
20240513,16.41,12.54,87.64,4.64,0.05,101.64,67.26
20240514,15.22,14.24,92.58,4.52,0.98,101.43,81.58
20240515,9.03,14.3,93.85,5.98,6.39,100.77,96.37
20240516,6.85,14.87,90.82,8.49,3.33,100.49,86.73
20240517,13.47,15.38,85.55,3.3,0.11,101.2,88.78
20240518,9.5,14.77,89.88,2.6,0.64,101.38,96.99
20240519,21.21,15.22,88.75,3.57,0.14,101.4,66.23
20240520,25.93,14.47,90.37,3.05,0.06,101.58,48.31
20240521,26.74,16.29,90.72,4.43,0.04,101.43,44.45
20240522,28.51,17.7,88.93,5.15,0.23,101.31,28.49
20240523,14.93,18.82,91.74,3.67,15.97,101.03,79.03
20240524,29.01,20.21,77.89,2.87,0.12,100.92,19.39
20240525,25.58,17.84,87.17,3.6,0.14,101.04,74.91
20240526,22.69,18.37,92.41,3.78,1.01,101.14,82.62
20240527,11.79,18.3,95.71,6.63,8.9,100.86,97.64
20240528,28.37,20.11,83.56,5.19,0.27,100.59,11.25
20240529,25.35,18.74,84.11,2.75,3.0,101.12,46.98
20240530,27.85,17.68,75.96,4.18,3.54,101.31,44.77
20240531,29.72,18.13,71.78,4.31,0.08,101.85,17.72
20240601,30.07,19.17,71.02,3.98,0.0,101.88,26.17
20240602,19.46,19.12,83.5,4.88,0.1,101.57,97.95
20240603,24.6,21.16,84.36,2.39,0.55,101.18,66.78
20240604,26.55,19.4,89.81,3.05,0.14,101.44,69.1
20240605,17.55,19.97,93.96,4.06,10.64,101.08,91.64
20240606,16.3,21.73,93.27,5.76,12.31,99.99,78.61
20240607,24.63,21.77,79.03,3.47,0.25,100.13,37.92
20240608,28.02,20.17,76.25,4.52,0.01,100.64,16.81
20240609,19.68,20.32,81.99,4.94,0.71,100.16,58.64
20240610,24.2,19.14,75.93,3.61,0.1,100.37,36.54
20240611,18.34,18.71,75.83,2.38,0.26,101.18,73.0
20240612,23.07,19.62,81.46,2.56,0.19,101.49,44.09
20240613,27.83,20.39,87.06,5.0,0.12,101.46,15.44
20240614,19.69,21.54,88.69,4.76,4.24,101.06,60.67
20240615,29.07,20.81,75.87,4.31,0.09,101.39,17.25
20240616,28.22,19.05,77.09,4.54,0.0,102.16,48.42
20240617,26.8,21.45,87.34,5.68,0.12,102.09,32.39
20240618,27.45,22.08,87.21,5.39,0.07,102.29,27.75
20240619,26.68,22.24,87.02,4.43,0.02,102.55,53.09
20240620,27.33,23.32,84.11,4.98,0.05,102.4,37.72
20240621,27.38,24.16,83.61,4.84,0.55,101.93,28.53
20240622,22.43,24.13,87.59,3.93,2.25,101.41,77.56
20240623,19.84,24.25,87.01,7.37,1.43,100.54,91.89
20240624,24.24,22.72,73.36,7.18,4.07,100.35,59.16
20240625,27.97,22.78,68.89,5.43,0.0,101.06,41.05
20240626,24.15,22.89,81.8,6.34,9.3,100.62,92.65
20240627,26.75,22.33,77.75,3.69,4.0,100.74,43.32
20240628,30.36,19.72,62.72,4.66,0.0,101.88,41.76
20240629,15.33,21.59,88.61,6.32,1.53,101.9,94.95
20240630,14.23,22.5,94.12,6.04,19.98,101.15,86.31
20240701,28.86,21.07,75.1,5.46,0.69,101.52,11.98
20240702,28.71,21.58,72.14,3.04,0.0,102.16,41.64
20240703,27.88,21.34,83.12,3.98,0.03,102.0,47.16
20240704,20.99,22.68,88.53,4.63,1.02,101.26,77.91
20240705,17.58,23.5,91.75,4.93,4.81,100.83,85.73
20240706,22.36,24.37,91.34,4.97,6.44,100.96,50.71
20240707,22.6,24.6,86.36,2.02,1.49,101.33,63.35
20240708,24.11,24.95,84.7,2.06,0.33,101.5,49.1
20240709,21.99,24.81,89.35,4.0,0.73,101.31,71.97
20240710,21.87,24.99,90.5,6.8,1.03,101.03,65.09
20240711,26.61,24.87,82.34,6.1,2.84,101.26,35.58
20240712,14.15,24.19,90.62,4.77,5.55,101.95,85.2
20240713,22.08,24.58,90.08,4.25,4.51,101.89,52.36
20240714,21.79,25.52,83.46,3.16,2.74,101.46,30.26
20240715,24.19,25.81,84.88,4.78,2.52,101.0,49.23
20240716,25.46,26.5,81.09,5.23,1.43,100.79,28.83
20240717,21.86,25.31,87.68,3.82,14.61,100.88,77.06
20240718,18.71,25.04,80.08,2.45,3.56,101.1,82.01
20240719,28.16,23.64,67.71,4.15,0.01,101.71,10.54
20240720,14.6,24.06,81.9,4.37,0.21,101.73,97.04
20240721,22.43,24.87,80.85,2.75,0.49,101.53,48.34
20240722,13.13,24.22,89.78,3.8,4.44,101.6,98.95
20240723,15.9,24.71,85.04,1.64,3.31,101.54,92.36
20240724,12.26,24.35,88.99,2.48,3.06,101.78,99.05
20240725,14.15,25.02,81.05,3.48,2.2,101.59,82.4
20240726,24.37,24.01,65.38,3.42,0.02,101.72,55.42
20240727,23.21,24.46,70.91,2.25,0.05,101.83,18.94
